quote,tags
Life is short. Focus on what really matters most. You have to change your priorities over time.,inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;time
"Instead of committing suicide, people go to work.",funny;humor;inspirational
Your time is way too valuable to be wasting on people that can't accept who you are.,attitude-toward-life;believe-in-yourself;inspiration;inspirational;inspirational-quotes;letting-go;life;life-lessons;self-love;values;wasting-time
"She was a beautiful dreamer. The kind of girl, who kept her head in the clouds, loved above the stars and left regret beneath the earth she walked on.",happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing
Done is better than perfect.,business;career;inspirational;lean-in;self-help;women
"The butterfly counts not months but moments, and has time enough.",impermanence;inspirational
Great leaders can see the greatness in others when they can’t see it themselves and lead them to their highest potential they don’t even know.,greatness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leaders;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;potential
He not busy being born is busy dying.,inspirational;lyrics;music;self-discovery;songs
"Death, therefore, the most awful of evils, is nothing to us, seeing that, when we are, death is not come, and, when death is come, we are not.",awful;death;inspirational;peace;philosophy;serenity;wisdom
"We are afraid of losing what we have, whether it's our life or our possessions and property. But this fear evaporates when we understand that our life stories and the history of the world were written by the same hand.",inspirational
"Pegang tanganku, tapi jangan terlalu erat, karena aku ingin seiring dan bukan digiring.(Spasi)",inspirational
The only difference between you and God is that you have forgotten you are divine.,apotheosis;inspirational
"But beauty is about finding the right fit, the most natural fit, To be perfect, you have to feel perfect about yourself --- avoid trying to be something you're not. For a goddess, that's especially hard. We can change so easily",beauty;inspirational;love
If you have to dry the dishe,inspirational
One of the best ways to influence people is to make them feel important.,influence;inspiration;inspirational;inspirational-quotes;inspire;inspiring;leader;leaders;leadership;life;life-quotes;living;motivation;motivational
And if my heart be scarred and burned,experience;inspirational
"My past has not defined me, destroyed me, deterred me, or defeated me; it has only strengthened me.",defeat;define;happiness;inspirational;life;motivational;past;strengthen;success
"Plant seeds of happiness, hope, success, and love; it will all come back to you in abundance. This is the law of nature.",abundance;action;choice;happiness;hope;inspirational;love;motivational;nature;success
"I long to accomplish a great and noble task, but it is my chief duty to accomplish small tasks as if they were great and noble.",inspirational
"All men want, not something to do with, but something to do, or rather something to be.",desire;inspirational;make-a-difference;motivation
"It is not a daily increase, but a daily decrease. Hack away at the inessentials.",inspirational;motivation;priorities;simplicity;wisdom
"As a single footstep will not make a path on the earth, so a single thought will not make a pathway in the mind. To make a deep physical path, we walk again and again. To make a deep mental path, we must think over and over the kind of thoughts we wish to dominate our lives.",inspirational;instructional;power-of-thoughts
